student_id,age,gender,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,mental_health_rating,extracurricular_participation,exam_score,gender_encoded,part_time_job_encoded,diet_quality_encoded,parental_education_level_encoded,internet_quality_encoded,extracurricular_participation_encoded,total_screen_time,study_efficiency,sleep_quality_score,academic_lifestyle,age_group,performance_level
S1000,1.0845511356851483,Female,-2.4180684399089243,-1.1140636862811544,-0.6697501191341293,No,0.09242597209247583,1.2481201190095639,Fair,1.4611664362363692,Master,Average,0.9001863721749737,Yes,56.2,0,0,0,2,0,1,-1.7838138054152837,-24.244323002908438,1.1235407219698157,-0.6342546344936406,,Medium
S1001,-0.21586989031622913,Female,2.281706843990565,0.2513150177018764,0.44696537754636945,No,1.4016963357196162,-1.5256614383683815,Good,1.4611664362363692,High School,Average,0.9001863721749737,No,100.0,0,0,1,1,0,0,0.6982803952482459,41.98669548786675,-1.3733796353720855,1.5834264487423189,,High
S1002,0.21760378501756333,Male,-1.4644908460742454,0.507323524698695,-0.48363086968737945,No,1.1355844731937745,1.2481201190095639,Poor,-1.0086889326553974,High School,Poor,-1.5593392348604733,No,34.3,1,0,2,1,2,0,0.023692655011315567,-25.137581610520858,-1.9462426713903362,-1.4881835010855609,,Low
S1003,1.0845511356851483,Female,-1.736941587169868,1.1900128766902103,-0.7628097438575042,No,-1.3978004580522372,2.2271018451429554,Poor,0.47322428867966254,Master,Good,-1.5593392348604733,Yes,26.8,0,0,2,2,1,1,0.42720313283270606,-16.371995317398536,-3.4728072871615643,-2.164144720002574,,Low
S1004,-0.6493435656500216,Female,0.9875658237863575,1.6166937216849078,-1.2281078674743788,No,0.7204499676534626,-1.280916006835033,Fair,-0.020746785098690747,Master,Good,-1.5593392348604733,No,66.4,0,0,0,2,1,0,0.38858585421052894,61.05377582464718,1.9973825860186731,0.5989799695758286,,Medium
S1005,1.5180248110189407,Male,2.4860448998122817,-1.0287275172822148,-1.6934059910912533,No,-0.1311079924292305,0.7586292559428679,Fair,-1.0086889326553974,Master,Average,-0.5052568318452817,No,100.0,1,0,0,2,0,0,-2.722133508373468,38.6690888496402,-0.38330261440283675,5.20817840818575,,High
S1006,0.21760378501756333,Female,1.396241935429791,-0.8580551792843361,-0.3905712449640047,Yes,0.17758176810074483,0.02439296134282336,Good,-0.514717858877044,Master,Poor,-0.5052568318452817,No,89.8,0,1,1,2,2,0,-1.2486264242483407,60.01703192084722,-0.01232471036739936,2.6448683596781315,,High
S1007,0.21760378501756333,Female,0.5107770268690179,-1.2847360242790333,0.16778650337624487,Yes,-0.6846206664829814,-1.5256614383683815,Fair,-1.5026600064337508,Bachelor,Average,0.9001863721749737,No,72.6,0,1,0,0,0,0,-1.1169495209027884,118.86498150096463,-1.3733796353720855,1.6277265477718064,,Medium
S1008,1.0845511356851483,Female,0.578889712142924,-0.2607019962917599,-0.1113923707938799,No,1.6890971472475254,0.5138838244095193,Good,-0.020746785098690747,Bachelor,Good,-1.5593392348604733,No,78.9,0,0,1,0,1,0,-0.3720943670856398,116.21917166921143,-0.8013192095619136,0.9509840792285638,,High
S1009,-1.0828172409838142,Female,0.8513404532385461,0.507323524698695,-0.48363086968737945,No,1.1994513201999775,0.8402110664539837,Good,0.9671953624580159,Bachelor,Good,1.6029079741851013,Yes,100.0,0,0,1,0,1,1,0.023692655011315567,105.11484049646027,1.3467810184176585,0.8276477982272306,,High
S1010,-0.6493435656500216,Female,0.7151150826907346,1.0193405386923315,-0.9489289933042541,No,-0.6952651409840159,-0.546679712234989,Fair,-1.0086889326553974,High School,Good,-0.8566176328503455,No,63.3,0,0,0,1,1,0,0.07041154538807748,77.65774593575622,0.4682954810220444,0.6447035373026572,,Medium
S1011,1.0845511356851483,Male,0.23832628577339543,-0.09002965829388124,0.6330846269931194,No,-1.323289136545001,1.166538308498448,Fair,-0.514717858877044,Bachelor,Average,-1.5593392348604733,No,74.4,1,0,0,0,0,0,0.5430549686992382,219.906058525502,-1.8190289534094006,-0.30472868292584276,,Medium
S1012,-0.6493435656500216,Female,0.10210091522558434,-0.34603816529069936,-1.3211674921977539,Yes,-0.3227085334478377,-1.6072432488794972,Fair,-1.0086889326553974,Bachelor,Good,1.2515471731800376,No,76.9,0,1,0,0,1,0,-1.6672056574884533,380.5029775058885,-2.011540744747834,1.7693065727140376,,High
S1013,-0.6493435656500216,Female,-0.10223714059613274,0.1659788487029373,0.8192038764398695,No,0.550138375636923,-1.444079627857265,Fair,0.47322428867966254,Bachelor,Good,1.6029079741851013,No,75.8,0,0,0,0,1,0,0.9851827251428068,-33882.53743686589,-2.3147267508506637,-1.0874198657389396,,High
S1014,1.5180248110189407,Male,-0.7833639933351891,-0.8580551792843361,-1.041988618027629,No,0.34789336011728433,0.18755658236505557,Poor,1.4611664362363692,Bachelor,Average,1.2515471731800376,No,78.9,1,0,2,0,0,0,-1.900043797311965,-115.45823421998715,0.23473591047029418,1.1166798039767758,,High
S1015,0.21760378501756333,Male,-0.3065751964178495,2.128710735678544,-0.7628097438575042,No,1.4229852847216837,0.02439296134282336,Good,1.4611664362363692,High School,Average,0.5488255711699098,No,74.0,1,0,1,1,0,0,1.3659009918210399,-358.2230649332975,0.013387480941500562,-1.6724761882388894,,Medium
S1016,-0.21586989031622913,Male,-1.736941587169868,-1.6260807002747908,-1.5072867416445035,No,0.9333394576741358,-0.7098433332572212,Poor,-0.020746785098690747,High School,Poor,0.9001863721749737,Yes,55.2,1,0,2,1,2,1,-3.1333674419192943,-33.72142319105967,-0.6389912949774087,1.3964258547494264,,Medium
S1017,1.5180248110189407,Female,-0.10223714059613274,0.1659788487029373,-0.5766904944107545,No,1.1249399986927415,0.8402110664539837,Poor,-1.5026600064337508,High School,Average,-1.5593392348604733,Yes,70.8,0,0,2,1,0,1,-0.41071164570781715,-31647.5415637217,-1.3101740814856573,0.3084745051116844,,Medium
S1018,1.5180248110189407,Other,-1.0558147344308115,2.043374566679605,1.005323125886619,Yes,0.4436936306265864,0.5138838244095193,Good,-0.514717858877044,High School,Good,-0.15389603084021786,No,43.9,2,1,1,1,1,0,3.048697692566224,-45.92940286293293,-0.07908468088961648,-4.104512426997036,,Low
S1019,-0.6493435656500216,Male,-1.192040104978623,-0.004693489294941721,0.5400250022697445,No,-1.387155983551204,0.8402110664539837,Fair,-1.0086889326553974,High School,Average,-1.2079784338554094,No,45.3,1,0,0,1,0,0,0.5353315129748027,-41.48199300875197,-1.0149568481630664,-1.7273716179534255,,Low
S1020,0.6510774603513558,Female,0.17021360049948972,-0.17536582729282074,1.005323125886619,No,-0.12046351792819744,-0.05718884916829238,Good,-0.020746785098690747,Master,Good,-1.5593392348604733,No,58.5,0,0,1,2,1,0,0.8299572985937984,216.49539435418046,0.08917681630463606,-0.6597436980943087,,Medium
S1021,0.21760378501756333,Male,1.396241935429791,-0.34603816529069936,0.5400250022697445,No,1.2207402692020435,0.5954656349206358,Fair,-1.0086889326553974,High School,Good,-0.8566176328503455,No,82.5,1,0,0,1,1,0,0.19398683697904512,55.13814179810574,-0.5100863626294431,1.2022550984507459,,High
S1022,-1.0828172409838142,Other,0.919453138512452,-0.17536582729282074,-1.1350482427510038,No,0.039203599587307514,-0.3835160912127568,Fair,-0.020746785098690747,High School,Average,0.5488255711699098,No,98.7,2,0,0,1,0,0,-1.3104140700438245,96.81661301668005,-0.2104834378126925,2.2298672085562767,,High
S1023,1.5180248110189407,Female,-1.6688289018959621,1.360685214688089,-0.3905712449640047,Yes,0.624649697144159,2.063938224120724,Fair,1.4611664362363692,Bachelor,Good,-1.5593392348604733,No,43.7,0,1,0,0,1,0,0.9701139697240844,-27.85517270059702,-3.218379851199694,-2.6389428716200465,,Low
S1024,-0.21586989031622913,Female,-1.0558147344308115,-2.1380977142684277,-0.8558693685808791,Yes,-0.2481972119406017,-0.791425143768337,Fair,0.47322428867966254,Bachelor,Average,-1.2079784338554094,No,54.9,0,1,0,0,0,0,-2.9939670828493066,-57.43790927505736,0.9560245056830678,1.938152348418495,,Medium
S1025,0.6510774603513558,Male,0.919453138512452,1.531357552685968,1.3775616247801186,No,-1.0039549015139912,2.063938224120724,Fair,-1.0086889326553974,High School,Average,-1.2079784338554094,Yes,69.9,1,0,0,1,0,1,2.9089191774660863,68.56617274433573,-2.4931928635476672,-1.9894660389536343,,Medium
S1026,0.6510774603513558,Male,-1.0558147344308115,-1.455408362276912,-1.2281078674743788,No,-0.03530772191992844,0.02439296134282336,Good,0.47322428867966254,Bachelor,Poor,-0.5052568318452817,No,73.5,1,0,1,0,2,0,-2.683516229751291,-76.89774739010412,-0.01232471036739936,1.6277014953204794,,Medium
S1027,-1.0828172409838142,Male,-0.23846251114394382,-0.2607019962917599,0.912263501163244,Yes,0.4224046816245188,-1.3624978173461493,Fair,0.9671953624580159,Bachelor,Average,-0.8566176328503455,No,71.1,1,1,0,0,0,0,0.651561504871484,-513.4963927245648,1.167139655058821,-0.8900240160154278,,Medium
S1028,1.5180248110189407,Male,0.5107770268690179,-0.4313743342896389,0.912263501163244,Yes,-0.6101093449757453,1.3297019295206796,Good,0.9671953624580159,High School,Poor,-0.8566176328503455,Yes,82.8,1,1,1,1,2,1,0.48088916687360506,135.56502022424067,-1.1390461192625416,0.02988785999541288,,High
S1029,-0.21586989031622913,Female,-1.0558147344308115,0.5926596936976345,1.842859748396993,Yes,-0.1630414159323327,0.18755658236505557,Poor,1.4611664362363692,High School,Poor,1.6029079741851013,Yes,75.7,0,1,2,1,2,1,2.435519442094628,-79.199448672529,0.3006359414838523,-3.4913341765254393,,High
S1030,0.21760378501756333,Female,0.10210091522558434,-1.6260807002747908,-0.48363086968737945,No,-0.9081546310046892,0.8402110664539837,Fair,-0.514717858877044,Master,Average,-0.15389603084021786,No,70.6,0,0,0,2,0,0,-2.1097115699621702,349.33043188446976,-0.12930514819529462,2.2118124851877545,,Medium
S1031,-1.5162909163176066,Other,-1.3963781608003398,0.507323524698695,0.7261442517164944,Yes,1.2846071162082464,1.2481201190095639,Fair,0.47322428867966254,Bachelor,Average,-0.8566176328503455,Yes,51.3,2,1,0,0,0,1,1.2334677764151896,-39.571786652383224,-1.0691617018588642,-2.6298459372155296,,Medium
S1032,-0.21586989031622913,Other,-0.6471386227873777,2.043374566679605,2.308157872013868,No,-0.21626378843750102,0.35072020338728777,Good,-0.020746785098690747,Bachelor,Good,0.5488255711699098,No,52.1,2,0,1,0,1,0,4.351532438693473,-95.22266904606087,0.19248421594485515,-4.9986710614808505,,Medium
S1033,-1.0828172409838142,Female,0.3064389710473011,-1.3700721932779727,-0.6697501191341293,No,1.635874774742357,-0.546679712234989,Poor,-0.514717858877044,High School,Average,-0.15389603084021786,No,70.7,0,0,2,1,0,0,-2.039822312412102,173.94985480310152,0.0841318378538373,2.346261283459403,,Medium
S1034,0.6510774603513558,Female,-1.6688289018959621,0.1659788487029373,-1.6003463663678783,No,1.6890971472475254,1.003374687476216,Fair,-1.0086889326553974,High School,Good,-0.5052568318452817,No,51.2,0,0,0,1,1,0,-1.434367517664941,-32.63580874761024,-0.5069619157479825,-0.23446138423102103,,Medium
S1035,0.21760378501756333,Female,0.44266434159511253,-0.6873828412864572,-1.6934059910912533,Yes,0.007270176084206823,0.02439296134282336,Good,-1.0086889326553974,Bachelor,Average,-0.8566176328503455,No,72.6,0,1,1,0,0,0,-2.3807888323777107,133.78435698686022,-0.020895440803699334,2.823453173972823,,Medium
S1036,-0.21586989031622913,Female,-0.03412445532222705,0.42198735569975543,0.7261442517164944,No,-0.9826659525119236,0.6770474454317514,Fair,-0.020746785098690747,High School,Good,-0.5052568318452817,No,70.7,0,0,0,1,1,0,1.14813160741625,1073.2359078900317,-0.342082847287788,-1.182256062738477,,Medium
S1037,-1.5162909163176066,Male,0.5107770268690179,-0.004693489294941721,-1.6934059910912533,Yes,-2.1322691986235607,-2.0967341119461933,Good,-1.5026600064337508,High School,Average,-1.2079784338554094,No,59.4,1,1,1,1,0,0,-1.698099480386195,97.25316668260743,2.5328095887599753,2.208876507255213,,Medium
S1038,-1.5162909163176066,Male,0.17021360049948972,-0.6873828412864572,-0.3905712449640047,No,-1.4723117795594731,0.4323020138984035,Poor,-1.5026600064337508,Bachelor,Good,-1.5593392348604733,No,58.1,1,0,2,0,1,0,-1.077954086250462,215.01508396543392,-0.6741054915809782,1.2481676867499516,,Medium
S1039,-0.6493435656500216,Male,1.3281292501558857,0.507323524698695,0.44696537754636945,No,-1.3658670345491364,-0.6282615227461047,Good,-1.0086889326553974,High School,Average,-0.8566176328503455,No,82.3,1,0,1,1,0,0,0.9542889022450645,57.627837250036464,0.5381798984257217,0.3738403479108212,,High
S1040,-0.6493435656500216,Female,0.10210091522558434,1.872702228681726,0.16778650337624487,No,1.561363453235121,1.656029171565144,Good,1.4611664362363692,Bachelor,Good,-1.2079784338554094,No,69.7,0,0,1,0,1,0,2.040488732057971,344.87721108141,-2.0004475250861335,-1.9383878168323867,,Medium
S1041,1.0845511356851483,Female,-0.4428005669656609,-0.17536582729282074,0.44696537754636945,No,0.22015966610488008,0.5954656349206358,Good,1.4611664362363692,Bachelor,Average,-1.5593392348604733,No,66.0,0,0,1,0,0,0,0.2715995502535487,-192.53177024824285,-0.9285329275428501,-0.7144001172192096,,Medium
S1042,-1.0828172409838142,Male,0.10210091522558434,0.7633320316955131,0.16778650337624487,No,0.5075604776327893,0.2691383928761713,Fair,-0.020746785098690747,High School,Poor,-1.5593392348604733,Yes,63.5,1,0,0,1,2,1,0.931118535071758,314.1994677714424,-0.4196780556191064,-0.8290176198461736,,Medium
S1043,1.5180248110189407,Female,0.5107770268690179,-1.3700721932779727,1.284502000056744,No,-2.270647367136998,0.5138838244095193,Poor,-1.5026600064337508,Bachelor,Good,-1.2079784338554094,No,65.7,0,0,2,0,1,0,-0.08557019322122872,107.56789648227793,-0.6207605773938393,0.5963472200902467,,Medium
S1044,-0.21586989031622913,Female,0.03398822995167865,-0.9433913482832755,-0.9489289933042541,No,-1.1849109680315637,-0.9545887647905692,Good,0.47322428867966254,High School,Poor,1.2515471731800376,No,78.5,0,0,1,1,2,0,-1.8923203415875296,585.8723563130146,-1.1947128701230607,1.9263085715392083,,High
S1045,-0.21586989031622913,Male,0.03398822995167865,0.507323524698695,-0.6697501191341293,No,1.0397842026844726,1.5744473610540282,Fair,-1.0086889326553974,Bachelor,Average,-0.15389603084021786,Yes,75.1,1,0,0,0,0,1,-0.16242659443543428,560.4969931096483,-0.24230119963307034,0.19641482438711294,,High
S1046,1.5180248110189407,Male,-0.7833639933351891,1.531357552685968,-0.7628097438575042,No,0.4011157326224527,1.9823564136096083,Poor,0.9671953624580159,High School,Average,1.2515471731800376,Yes,71.0,1,0,2,1,0,1,0.7685478088284637,-103.89777730822671,2.4810125656884225,-1.5519118021636529,,Medium
S1047,1.0845511356851483,Female,-0.7152513080612833,0.33665118670081595,0.8192038764398695,No,-0.06724114542302913,0.4323020138984035,Good,0.47322428867966254,High School,Good,0.9001863721749737,Yes,59.7,0,0,1,1,1,1,1.1558550631406854,-97.03351982805287,0.3891523815751389,-1.8711063712019689,,Medium
S1048,0.6510774603513558,Female,-1.4644908460742454,-0.34603816529069936,0.912263501163244,No,0.6885165441503603,1.5744473610540282,Fair,-0.020746785098690747,Bachelor,Good,0.19746477016484598,No,52.6,0,0,0,0,1,0,0.5662253358725446,-38.5491776301282,0.31089788628718196,-2.03071618194679,,Medium
S1049,0.6510774603513558,Female,1.736805361799319,-0.004693489294941721,0.44696537754636945,No,1.6890971472475254,-0.546679712234989,Poor,0.9671953624580159,High School,Average,-1.5593392348604733,No,96.5,0,0,2,1,0,0,0.4422718882514277,52.53686754565514,0.8524591241902515,1.2945334735478915,,High
S1050,1.0845511356851483,Female,-1.328265475526434,-1.2847360242790333,1.191442375333369,No,-0.14175246693026508,-0.791425143768337,Fair,0.47322428867966254,Master,Good,1.6029079741851013,Yes,62.0,0,0,0,2,1,1,-0.09329364894566439,-50.4776868155696,-1.2685816739168576,-1.2349718265807696,,Medium
S1051,0.6510774603513558,Female,-0.7152513080612833,0.5926596936976345,-1.2281078674743788,No,0.16693729359971177,0.02439296134282336,Poor,-1.5026600064337508,High School,Average,-0.15389603084021786,No,59.7,0,0,2,1,0,0,-0.6354481737767443,-97.03351982805287,-0.003753979931099386,-0.079803134284539,,Medium
S1052,-0.6493435656500216,Female,-0.7833639933351891,0.9340043696933922,1.6567404989502434,No,0.294670987612116,0.4323020138984035,Fair,1.4611664362363692,High School,Average,-1.5593392348604733,No,48.4,0,0,0,1,0,0,2.5907448686436356,-70.82609044673482,-0.6741054915809782,-3.374108861978825,,Low
S1053,-0.21586989031622913,Female,0.8513404532385461,-0.4313743342896389,1.5636808742268686,No,1.6890971472475254,-0.3835160912127568,Good,-1.5026600064337508,Bachelor,Good,0.5488255711699098,Yes,70.6,0,0,1,0,1,1,1.1323065399372299,74.21107739050095,-0.2104834378126925,-0.2809660866986837,,Medium
S1054,1.0845511356851483,Female,-0.3065751964178495,-0.5167105032885784,0.7261442517164944,Yes,-2.1429136731245935,0.5138838244095193,Fair,0.9671953624580159,High School,Good,1.6029079741851013,No,68.1,0,1,0,1,1,0,0.20943374842791607,-329.6620367832103,0.8237084799507549,-0.5160089448457656,,Medium
S1055,-0.21586989031622913,Male,1.2600165648819803,0.2513150177018764,1.842859748396993,No,0.8162502381627647,0.35072020338728777,Good,-0.514717858877044,High School,Good,0.9001863721749737,No,87.2,1,0,1,1,1,0,2.0941747660988694,64.11686611152935,0.3157135475356715,-0.8341582012168891,,High
S1056,1.5180248110189407,Male,-0.7152513080612833,-0.4313743342896389,-1.6934059910912533,No,-0.024663247418893867,-0.9545887647905692,Good,1.4611664362363692,Bachelor,Average,0.9001863721749737,No,66.7,1,0,1,0,0,0,-2.1247803253808923,-108.41098446450798,-0.8593077970958117,1.409529017319609,,Medium
S1057,-1.5162909163176066,Male,0.23832628577339543,-0.09002965829388124,-0.5766904944107545,No,0.6991610186513949,0.5138838244095193,Good,-1.0086889326553974,Bachelor,Average,0.5488255711699098,Yes,75.2,1,0,1,0,0,1,-0.6667201527046357,222.27063979996976,0.2820325834465321,0.9050464384780311,,High
S1058,-0.6493435656500216,Female,-0.9195893638830002,2.128710735678544,-0.7628097438575042,No,-0.6101093449757453,0.8402110664539837,Poor,0.9671953624580159,Master,Average,-1.2079784338554094,Yes,46.4,0,0,2,2,0,1,1.3659009918210399,-56.61371663020238,-1.0149568481630664,-2.28549035570404,,Low
S1059,0.21760378501756333,Female,2.145481473442753,-0.2607019962917599,0.7261442517164944,No,0.039203599587307514,0.18755658236505557,Good,-0.020746785098690747,Master,Average,-0.15389603084021786,Yes,97.1,0,0,1,2,0,1,0.46544225542473455,43.24239640736251,-0.028864213583938453,1.6800392180180186,,High
S1060,-0.6493435656500216,Female,-1.2601527902525285,-0.34603816529069936,-1.1350482427510038,Yes,0.8481836616658653,1.166538308498448,Fair,-1.0086889326553974,High School,Average,-0.5052568318452817,No,61.2,0,1,0,1,0,0,-1.4810864080417032,-52.75167246434731,-0.5894014499780796,0.22093361778917475,,Medium
